               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.047842,            0.076119,                   0,             0.67789,             0.70159,             0.71399,             0.27508,            0.061855,             0.16556,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.049516,            0.087407,                   0,             0.67789,             0.70159,             0.71399,             0.27508,            0.061855,             0.16556,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.048821,             0.10697,                   0,             0.91159,             0.73651,             0.83992,             0.32537,            0.052379,             0.15915,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.039338,            0.084786,                   0,             0.91159,             0.73651,             0.83992,             0.32537,            0.052379,             0.15915,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.039141,            0.084034,                   0,             0.83633,             0.85714,             0.90068,             0.35894,             0.05303,             0.14459,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.042284,            0.096465,                   0,             0.83633,             0.85714,             0.90068,             0.35894,             0.05303,             0.14459,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.040858,            0.095351,                   0,             0.55243,             0.78413,              0.7149,             0.29904,            0.057155,             0.14269,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.047738,            0.085401,                   0,             0.55243,             0.78413,              0.7149,             0.29904,            0.057155,             0.14269,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.050349,            0.081281,                   0,             0.74313,             0.80317,             0.80541,             0.32192,            0.057332,             0.14856,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.047405,            0.093485,                   0,             0.74313,             0.80317,             0.80541,             0.32192,            0.057332,             0.14856,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,             0.04625,            0.086513,                   0,             0.64415,             0.69535,             0.68341,               0.273,            0.058512,             0.15195,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.046013,            0.085397,                   0,             0.64415,             0.69535,             0.68341,               0.273,            0.058512,             0.15195,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,             0.04665,            0.089792,                   0,             0.82077,             0.77049,             0.83308,               0.328,            0.052201,             0.14744,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.043065,            0.091214,                   0,             0.82077,             0.77049,             0.83308,               0.328,            0.052201,             0.14744,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.046378,            0.084379,                   0,              0.8402,             0.81791,             0.88552,             0.37392,            0.056895,             0.14485,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.045117,            0.084629,                   0,              0.8402,             0.81791,             0.88552,             0.37392,            0.056895,             0.14485,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.048657,            0.085839,                   0,             0.76278,             0.66351,             0.74337,             0.23217,            0.058295,             0.15818,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.046864,            0.089706,                   0,             0.76278,             0.66351,             0.74337,             0.23217,            0.058295,             0.15818,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.045156,            0.092122,                   0,             0.89015,             0.84893,             0.91233,             0.35222,            0.051135,             0.14066,                   0,           0.0069112,           0.0069112,           0.0069112
